MGI:2387618	ZFIN:ZDB-GENE-070410-44
MGI:2448425	ZFIN:ZDB-GENE-030131-5068
MGI:2448441	ZFIN:ZDB-GENE-030131-5068
MGI:2448427	ZFIN:ZDB-GENE-030131-5068
MGI:2448436	ZFIN:ZDB-GENE-030131-5068
MGI:2448432	ZFIN:ZDB-GENE-030131-5068
MGI:2448423	ZFIN:ZDB-GENE-030131-5068
MGI:2448421	ZFIN:ZDB-GENE-030131-5068
MGI:106512	ZFIN:ZDB-GENE-030131-5475
MGI:1855697	ZFIN:ZDB-GENE-110411-22
MGI:2447794	ZFIN:ZDB-GENE-041210-196
MGI:1859609	ZFIN:ZDB-GENE-030131-2592
MGI:2443584	ZFIN:ZDB-GENE-030131-8713
MGI:2676663	ZFIN:ZDB-GENE-090312-120
MGI:2143628	ZFIN:ZDB-GENE-040724-127
MGI:2444889	ZFIN:ZDB-GENE-100922-38
MGI:2446140	ZFIN:ZDB-GENE-041210-338
MGI:1352762	ZFIN:ZDB-GENE-070410-82
MGI:1923203	ZFIN:ZDB-GENE-070912-549
MGI:2446220	ZFIN:ZDB-GENE-060428-2
MGI:2181434	ZFIN:ZDB-GENE-040426-1113
MGI:2142433	ZFIN:ZDB-GENE-060929-676
MGI:2149543	ZFIN:ZDB-GENE-040426-950
MGI:98447	ZFIN:ZDB-GENE-040426-1333
MGI:1921772	ZFIN:ZDB-GENE-040822-40
MGI:2138605	ZFIN:ZDB-GENE-040718-216
MGI:1921169	ZFIN:ZDB-GENE-040718-210
MGI:3046173	ZFIN:ZDB-GENE-040801-145
MGI:1345142	ZFIN:ZDB-GENE-030131-960
MGI:1859293	ZFIN:ZDB-GENE-060503-180
MGI:2685918	ZFIN:ZDB-GENE-030131-1193
MGI:2684919	ZFIN:ZDB-GENE-030131-3231
MGI:1919327	ZFIN:ZDB-GENE-110411-253
MGI:2451073	ZFIN:ZDB-GENE-111017-2
MGI:2145369	ZFIN:ZDB-GENE-040718-113
MGI:1096389	ZFIN:ZDB-GENE-070206-9
MGI:1096391	ZFIN:ZDB-GENE-070206-1
MGI:88176	ZFIN:ZDB-GENE-060818-1
MGI:3045328	ZFIN:ZDB-GENE-070705-485
MGI:106923	ZFIN:ZDB-GENE-041020-1
MGI:96964	ZFIN:ZDB-GENE-030131-5797
MGI:96963	ZFIN:ZDB-GENE-041001-208
MGI:1100492	ZFIN:ZDB-GENE-040611-2
MGI:1920629	ZFIN:ZDB-GENE-070112-1822
MGI:3643623	ZFIN:ZDB-GENE-081105-126
MGI:3646013	ZFIN:ZDB-GENE-081105-126
MGI:3588199	ZFIN:ZDB-GENE-091113-51
MGI:1923727	ZFIN:ZDB-GENE-040426-1177
MGI:105099	ZFIN:ZDB-GENE-041014-370
MGI:1921763	ZFIN:ZDB-GENE-060503-638
MGI:2180216	ZFIN:ZDB-GENE-070912-592
MGI:106206	ZFIN:ZDB-GENE-030519-2
MGI:88382	ZFIN:ZDB-GENE-030131-5531
MGI:1332240	ZFIN:ZDB-GENE-091204-388
MGI:2685355	ZFIN:ZDB-GENE-090629-2
MGI:88476	ZFIN:ZDB-GENE-010522-1
MGI:1329025	ZFIN:ZDB-GENE-060503-366
MGI:102768	ZFIN:ZDB-GENE-070209-137
MGI:3041226	ZFIN:ZDB-GENE-030829-24
MGI:1351611	ZFIN:ZDB-GENE-040426-2511
MGI:1923164	ZFIN:ZDB-GENE-060929-132
MGI:1351511	ZFIN:ZDB-GENE-030131-5541
MGI:1914759	ZFIN:ZDB-GENE-041014-27
MGI:2444248	ZFIN:ZDB-GENE-040724-264
MGI:1194492	ZFIN:ZDB-GENE-040426-2104
MGI:2142116	ZFIN:ZDB-GENE-050522-104
MGI:97799	ZFIN:ZDB-GENE-040623-2
MGI:1919024	ZFIN:ZDB-GENE-091204-385
MGI:2685570	ZFIN:ZDB-GENE-041111-246
MGI:1914380	ZFIN:ZDB-GENE-040426-1124
MGI:2158736	ZFIN:ZDB-GENE-030131-6714
MGI:2445054	ZFIN:ZDB-GENE-030131-6462
MGI:1928948	ZFIN:ZDB-GENE-030131-3188
MGI:1346518	ZFIN:ZDB-GENE-030131-6432
MGI:1346346	ZFIN:ZDB-GENE-041114-33
MGI:1349480	ZFIN:ZDB-GENE-040426-1803
MGI:1270844	ZFIN:ZDB-GENE-080514-2
MGI:95585	ZFIN:ZDB-GENE-030131-4591
MGI:1270845	ZFIN:ZDB-GENE-091204-339
MGI:1196227	ZFIN:ZDB-GENE-040718-376
MGI:1289332	ZFIN:ZDB-GENE-041010-167
MGI:1920136	ZFIN:ZDB-GENE-040426-841
MGI:1914986	ZFIN:ZDB-GENE-040912-36
MGI:1923937	ZFIN:ZDB-GENE-040426-2206
MGI:1917150	ZFIN:ZDB-GENE-050913-140
MGI:2444730	ZFIN:ZDB-GENE-060526-136
MGI:2686319	ZFIN:ZDB-GENE-070615-8
MGI:1933181	ZFIN:ZDB-GENE-030131-8442
MGI:96012	ZFIN:ZDB-GENE-040426-1239
MGI:96011	ZFIN:ZDB-GENE-060519-2
MGI:1891808	ZFIN:ZDB-GENE-030131-8820
MGI:1340031	ZFIN:ZDB-GENE-040116-7
MGI:2685193	ZFIN:ZDB-GENE-061103-607
MGI:95281	ZFIN:ZDB-GENE-040831-2
MGI:108048	ZFIN:ZDB-GENE-040912-39
MGI:1915889	ZFIN:ZDB-GENE-050320-126
MGI:2442796	ZFIN:ZDB-GENE-060929-248
MGI:104790	ZFIN:ZDB-GENE-030131-9825
MGI:1916976	ZFIN:ZDB-GENE-051120-138
MGI:2442794	ZFIN:ZDB-GENE-091118-31
MGI:2447812	ZFIN:ZDB-GENE-060503-16
MGI:1347359	ZFIN:ZDB-GENE-040426-739
MGI:1347345	ZFIN:ZDB-GENE-040801-44
MGI:1859169	ZFIN:ZDB-GENE-030121-1
MGI:97402	ZFIN:ZDB-GENE-010816-1
MGI:1921197	ZFIN:ZDB-GENE-041212-30
MGI:109626	ZFIN:ZDB-GENE-030131-684
MGI:88384	ZFIN:ZDB-GENE-060421-7346
MGI:109325	ZFIN:ZDB-GENE-070424-102
MGI:103107	ZFIN:ZDB-GENE-021206-9
MGI:87931	ZFIN:ZDB-GENE-050522-411
MGI:1859281	ZFIN:ZDB-GENE-030131-4645
MGI:2135606	ZFIN:ZDB-GENE-010319-35
MGI:1927223	ZFIN:ZDB-GENE-070705-215
MGI:2135605	ZFIN:ZDB-GENE-090312-133
MGI:1922003	ZFIN:ZDB-GENE-051023-15
MGI:1913731	ZFIN:ZDB-GENE-040426-1102
MGI:2146855	ZFIN:ZDB-GENE-060503-445
MGI:1917895	ZFIN:ZDB-GENE-090313-328
MGI:1913828	ZFIN:ZDB-GENE-091204-314
MGI:2652836	ZFIN:ZDB-GENE-090313-149
MGI:2135604	ZFIN:ZDB-GENE-060503-35
MGI:2145661	ZFIN:ZDB-GENE-070622-4
MGI:2444029	ZFIN:ZDB-GENE-050522-247
MGI:3045243	ZFIN:ZDB-GENE-070912-605
MGI:1923502	ZFIN:ZDB-GENE-050522-135
MGI:1328318	ZFIN:ZDB-GENE-041010-133
MGI:2446472	ZFIN:ZDB-GENE-061221-1
MGI:98003	ZFIN:ZDB-GENE-040801-165
MGI:2384888	ZFIN:ZDB-GENE-040625-59
MGI:1915323	ZFIN:ZDB-GENE-041114-90
MGI:106636	ZFIN:ZDB-GENE-051130-1
MGI:1914128	ZFIN:ZDB-GENE-040801-133
MGI:1918590	ZFIN:ZDB-GENE-040426-1927
MGI:2682328	ZFIN:ZDB-GENE-030616-220
MGI:1914295	ZFIN:ZDB-GENE-040426-2913
MGI:1924876	ZFIN:ZDB-GENE-040426-2672
MGI:2152389	ZFIN:ZDB-GENE-031222-2
MGI:2686922	ZFIN:ZDB-GENE-030616-325
MGI:108420	ZFIN:ZDB-GENE-030723-2
MGI:1915076	ZFIN:ZDB-GENE-060825-140
MGI:1914724	ZFIN:ZDB-GENE-041111-226
MGI:109356	ZFIN:ZDB-GENE-040426-883
MGI:98331	ZFIN:ZDB-GENE-980526-468
MGI:1923402	ZFIN:ZDB-GENE-060929-668
MGI:1921802	ZFIN:ZDB-GENE-040718-379
MGI:2444671	ZFIN:ZDB-GENE-040718-412
MGI:2442058	ZFIN:ZDB-GENE-041010-164
MGI:1913918	ZFIN:ZDB-GENE-040426-2134
MGI:88218	ZFIN:ZDB-GENE-041219-3
MGI:88061	ZFIN:ZDB-GENE-040426-1492
MGI:1344367	ZFIN:ZDB-GENE-030911-9
MGI:2685053	ZFIN:ZDB-GENE-081104-175
MGI:1913867	ZFIN:ZDB-GENE-040426-2055
MGI:1338034	ZFIN:ZDB-GENE-050302-10
MGI:1922567	ZFIN:ZDB-GENE-060421-5714
MGI:3782251	ZFIN:ZDB-GENE-011205-12
MGI:102498	ZFIN:ZDB-GENE-011205-10
MGI:1917514	ZFIN:ZDB-GENE-050913-85
MGI:1861305	ZFIN:ZDB-GENE-030131-2220
MGI:99537	ZFIN:ZDB-GENE-040426-2116
MGI:2444813	ZFIN:ZDB-GENE-070725-6
MGI:1923776	ZFIN:ZDB-GENE-060526-381
MGI:1913940	ZFIN:ZDB-GENE-081022-122
MGI:2147279	ZFIN:ZDB-GENE-030131-3023
MGI:1919336	ZFIN:ZDB-GENE-060608-1
MGI:1914515	ZFIN:ZDB-GENE-040426-1157
MGI:1919277	ZFIN:ZDB-GENE-060315-8
MGI:2384959	ZFIN:ZDB-GENE-040718-418
MGI:2145425	ZFIN:ZDB-GENE-080708-2
MGI:1923381	ZFIN:ZDB-GENE-030131-9827
MGI:2139258	ZFIN:ZDB-GENE-030131-9492
MGI:1277150	ZFIN:ZDB-GENE-091230-3
MGI:104898	ZFIN:ZDB-GENE-060503-472
MGI:2662912	ZFIN:ZDB-GENE-041001-179
MGI:1353425	ZFIN:ZDB-GENE-080415-3
MGI:97914	ZFIN:ZDB-GENE-990415-271
MGI:1097692	ZFIN:ZDB-GENE-990604-41
MGI:99438	ZFIN:ZDB-GENE-991109-25
MGI:1097709	ZFIN:ZDB-GENE-040912-94
MGI:1338022	ZFIN:ZDB-GENE-080227-16
MGI:2685949	ZFIN:ZDB-GENE-040426-2753
MGI:2682937	ZFIN:ZDB-GENE-080204-99
MGI:1341877	ZFIN:ZDB-GENE-050522-464
MGI:1923883	ZFIN:ZDB-GENE-050522-285
MGI:1916231	ZFIN:ZDB-GENE-041114-82
MGI:88584	ZFIN:ZDB-GENE-070828-1
MGI:97724	ZFIN:ZDB-GENE-040426-1329
MGI:1914460	ZFIN:ZDB-GENE-050629-1
MGI:1932051	ZFIN:ZDB-GENE-030131-985
MGI:1858746	ZFIN:ZDB-GENE-000607-52
MGI:2442415	ZFIN:ZDB-GENE-021022-3
MGI:109529	ZFIN:ZDB-GENE-030131-5132
MGI:1352748	ZFIN:ZDB-GENE-050913-31
MGI:2682305	ZFIN:ZDB-GENE-030131-5829
MGI:1917377	ZFIN:ZDB-GENE-041014-190
MGI:1919307	ZFIN:ZDB-GENE-040426-1573
MGI:2182799	ZFIN:ZDB-GENE-060929-168
MGI:1915023	ZFIN:ZDB-GENE-030131-7510
MGI:1914200	ZFIN:ZDB-GENE-040426-1173
MGI:1921903	ZFIN:ZDB-GENE-041114-119
MGI:2144151	ZFIN:ZDB-GENE-060602-2
MGI:1924042	ZFIN:ZDB-GENE-050522-367
MGI:1095419	ZFIN:ZDB-GENE-081105-56
MGI:1919546	ZFIN:ZDB-GENE-100922-274
MGI:2140371	ZFIN:ZDB-GENE-060526-131
MGI:98858	ZFIN:ZDB-GENE-040426-1444
MGI:1349409	ZFIN:ZDB-GENE-030131-7660
MGI:1920123	ZFIN:ZDB-GENE-070424-167
MGI:1349423	ZFIN:ZDB-GENE-030131-1917
MGI:1919214	ZFIN:ZDB-GENE-040426-1826
MGI:1306802	ZFIN:ZDB-GENE-051113-264
MGI:2443225	ZFIN:ZDB-GENE-060503-655
MGI:2384585	ZFIN:ZDB-GENE-040426-2372
MGI:95488	ZFIN:ZDB-GENE-060711-1
MGI:1346091	ZFIN:ZDB-GENE-041010-54
MGI:95487	ZFIN:ZDB-GENE-990415-73
MGI:1891209	ZFIN:ZDB-GENE-041212-8
MGI:1926594	ZFIN:ZDB-GENE-030616-77
MGI:1933383	ZFIN:ZDB-GENE-111111-4
MGI:2685145	ZFIN:ZDB-GENE-070912-324
MGI:105107	ZFIN:ZDB-GENE-091204-455
MGI:1195462	ZFIN:ZDB-GENE-091204-26
MGI:1100842	ZFIN:ZDB-GENE-010226-3
MGI:1889341	ZFIN:ZDB-GENE-040426-1200
MGI:1918007	ZFIN:ZDB-GENE-030131-6053
MGI:1917851	ZFIN:ZDB-GENE-030131-6304
MGI:2443921	ZFIN:ZDB-GENE-030131-7809
MGI:2442159	ZFIN:ZDB-GENE-050420-389
MGI:2442463	ZFIN:ZDB-GENE-040426-1968
MGI:2446700	ZFIN:ZDB-GENE-041008-121
MGI:1100511	ZFIN:ZDB-GENE-041001-172
MGI:1100535	ZFIN:ZDB-GENE-030131-3885
MGI:1934860	ZFIN:ZDB-GENE-030131-945
MGI:2385175	ZFIN:ZDB-GENE-030131-6238
MGI:1914315	ZFIN:ZDB-GENE-040426-1017
MGI:2146885	ZFIN:ZDB-GENE-070822-5
MGI:2143424	ZFIN:ZDB-GENE-050522-242
MGI:1861727	ZFIN:ZDB-GENE-031118-120
MGI:2681832	ZFIN:ZDB-GENE-120709-73
MGI:1917587	ZFIN:ZDB-GENE-090313-311
MGI:2146182	ZFIN:ZDB-GENE-041210-344
MGI:1914175	ZFIN:ZDB-GENE-040822-17
MGI:1351628	ZFIN:ZDB-GENE-030131-8606
MGI:1338829	ZFIN:ZDB-GENE-050626-49
MGI:1913779	ZFIN:ZDB-GENE-050306-33
MGI:1915533	ZFIN:ZDB-GENE-060503-438
MGI:1915943	ZFIN:ZDB-GENE-081107-3
MGI:1858195	ZFIN:ZDB-GENE-030131-3731
MGI:1858195	ZFIN:ZDB-GENE-030131-6422
MGI:1915445	ZFIN:ZDB-GENE-030131-2513
MGI:2442952	ZFIN:ZDB-GENE-120214-25
MGI:2157062	ZFIN:ZDB-GENE-041001-137
MGI:94912	ZFIN:ZDB-GENE-990714-15
MGI:1274787	ZFIN:ZDB-GENE-041008-138
MGI:95611	ZFIN:ZDB-GENE-061027-46
MGI:95612	ZFIN:ZDB-GENE-050208-136
MGI:1914149	ZFIN:ZDB-GENE-041010-138
MGI:96789	ZFIN:ZDB-GENE-040426-2737
MGI:1913607	ZFIN:ZDB-GENE-040426-1079
MGI:1919732	ZFIN:ZDB-GENE-030131-2810
MGI:1923616	ZFIN:ZDB-GENE-060228-1
MGI:97548	ZFIN:ZDB-GENE-081114-1
MGI:1891833	ZFIN:ZDB-GENE-091112-22
MGI:2444853	ZFIN:ZDB-GENE-041212-41
MGI:1915368	ZFIN:ZDB-GENE-051030-36
MGI:1923028	ZFIN:ZDB-GENE-070112-982
MGI:1922013	ZFIN:ZDB-GENE-041111-143
MGI:2386865	ZFIN:ZDB-GENE-040426-1736
MGI:1917963	ZFIN:ZDB-GENE-041114-145
MGI:1930252	ZFIN:ZDB-GENE-030131-7915
MGI:3651985	ZFIN:ZDB-GENE-080723-55
MGI:1919264	ZFIN:ZDB-GENE-091204-214
MGI:109610	ZFIN:ZDB-GENE-060531-140
MGI:1914558	ZFIN:ZDB-GENE-040718-224
MGI:103575	ZFIN:ZDB-GENE-040426-1707
MGI:1333816	ZFIN:ZDB-GENE-050522-200
MGI:1915545	ZFIN:ZDB-GENE-040704-68
MGI:1927186	ZFIN:ZDB-GENE-030131-439
MGI:99778	ZFIN:ZDB-GENE-030131-4869
MGI:1917029	ZFIN:ZDB-GENE-030131-1873
MGI:1917243	ZFIN:ZDB-GENE-091020-5
MGI:1915674	ZFIN:ZDB-GENE-040426-1934
MGI:1351317	ZFIN:ZDB-GENE-030131-2805
MGI:104729	ZFIN:ZDB-GENE-030131-6844
MGI:1924730	ZFIN:ZDB-GENE-030131-7824
MGI:1915142	ZFIN:ZDB-GENE-070705-152
MGI:98898	ZFIN:ZDB-GENE-040426-2762
MGI:1919023	ZFIN:ZDB-GENE-080721-23
MGI:109522	ZFIN:ZDB-GENE-060616-129
MGI:1915419	ZFIN:ZDB-GENE-030131-207
MGI:2442034	ZFIN:ZDB-GENE-070615-28
MGI:1933113	ZFIN:ZDB-GENE-050823-3
MGI:1890220	ZFIN:ZDB-GENE-040724-83
MGI:2137228	ZFIN:ZDB-GENE-060503-821
MGI:1913868	ZFIN:ZDB-GENE-040718-457
MGI:2137221	ZFIN:ZDB-GENE-030131-5299
MGI:2444273	ZFIN:ZDB-GENE-030131-2248
MGI:1201681	ZFIN:ZDB-GENE-071211-1
MGI:1914609	ZFIN:ZDB-GENE-091112-20
MGI:1099818	ZFIN:ZDB-GENE-040827-4
MGI:1352448	ZFIN:ZDB-GENE-030616-558
MGI:2145349	ZFIN:ZDB-GENE-041212-84
MGI:1278336	ZFIN:ZDB-GENE-081022-110
MGI:88353	ZFIN:ZDB-GENE-041212-74
MGI:1918341	ZFIN:ZDB-GENE-040808-34
MGI:2448549	ZFIN:ZDB-GENE-050417-94
MGI:1328368	ZFIN:ZDB-GENE-030131-321
MGI:1916812	ZFIN:ZDB-GENE-030131-4975
MGI:1098802	ZFIN:ZDB-GENE-081104-294
MGI:102956	ZFIN:ZDB-GENE-010320-2
MGI:1925584	ZFIN:ZDB-GENE-040724-19
MGI:1196224	ZFIN:ZDB-GENE-030903-2
MGI:88357	ZFIN:ZDB-GENE-060929-974
MGI:1277162	ZFIN:ZDB-GENE-060503-786
MGI:104772	ZFIN:ZDB-GENE-040426-2741
MGI:3583944	ZFIN:ZDB-GENE-060421-7193
MGI:894318	ZFIN:ZDB-GENE-080220-44
MGI:97517	ZFIN:ZDB-GENE-030131-2939
MGI:101765	ZFIN:ZDB-GENE-010131-2
MGI:88351	ZFIN:ZDB-GENE-010320-1
MGI:109584	ZFIN:ZDB-GENE-040426-2799
MGI:1343262	ZFIN:ZDB-GENE-030131-145
MGI:94924	ZFIN:ZDB-GENE-030910-2
MGI:87937	ZFIN:ZDB-GENE-081022-145
MGI:87939	ZFIN:ZDB-GENE-080917-21
MGI:3030580	ZFIN:ZDB-GENE-070806-78
MGI:3030580	ZFIN:ZDB-GENE-070806-77
MGI:87938	ZFIN:ZDB-GENE-100414-3
MGI:106673	ZFIN:ZDB-GENE-090312-203
MGI:87934	ZFIN:ZDB-GENE-021010-1
MGI:87936	ZFIN:ZDB-GENE-021010-3
MGI:87935	ZFIN:ZDB-GENE-021010-2
MGI:103032	ZFIN:ZDB-GENE-040426-1725
MGI:1097682	ZFIN:ZDB-GENE-020419-12
MGI:1354367	ZFIN:ZDB-GENE-050809-112
MGI:1343103	ZFIN:ZDB-GENE-050522-377
MGI:3783241	ZFIN:ZDB-GENE-030131-8951
MGI:98105	ZFIN:ZDB-GENE-030131-8951
MGI:104813	ZFIN:ZDB-GENE-060503-246
MGI:2442355	ZFIN:ZDB-GENE-060503-664
MGI:1924054	ZFIN:ZDB-GENE-070705-160
MGI:1922855	ZFIN:ZDB-GENE-030131-5379
MGI:99781	ZFIN:ZDB-GENE-060810-94
MGI:1858259	ZFIN:ZDB-GENE-030131-1365
MGI:1913878	ZFIN:ZDB-GENE-041114-170
MGI:1342299	ZFIN:ZDB-GENE-030109-1
MGI:1928760	ZFIN:ZDB-GENE-030109-2
MGI:1913275	ZFIN:ZDB-GENE-040930-11
MGI:1913618	ZFIN:ZDB-GENE-030131-9687
MGI:95678	ZFIN:ZDB-GENE-050522-434
MGI:1861729	ZFIN:ZDB-GENE-050517-12
MGI:109533	ZFIN:ZDB-GENE-050517-10
MGI:1921354	ZFIN:ZDB-GENE-050517-9
MGI:97569	ZFIN:ZDB-GENE-080204-52
MGI:1351667	ZFIN:ZDB-GENE-050410-6
MGI:98483	ZFIN:ZDB-GENE-050517-43
MGI:1351619	ZFIN:ZDB-GENE-050517-14
MGI:1860508	ZFIN:ZDB-GENE-040525-2
MGI:1924956	ZFIN:ZDB-GENE-030616-245
MGI:2151017	ZFIN:ZDB-GENE-060526-262
MGI:2151016	ZFIN:ZDB-GENE-060526-261
MGI:1098686	ZFIN:ZDB-GENE-081114-3
MGI:1914860	ZFIN:ZDB-GENE-061026-2
MGI:2148796	ZFIN:ZDB-GENE-050208-529
MGI:1921348	ZFIN:ZDB-GENE-061207-34
MGI:1926063	ZFIN:ZDB-GENE-080204-117
MGI:1355333	ZFIN:ZDB-GENE-030131-4426
MGI:109353	ZFIN:ZDB-GENE-040718-150
MGI:2182269	ZFIN:ZDB-GENE-070912-172
MGI:1919282	ZFIN:ZDB-GENE-080723-69
MGI:1914328	ZFIN:ZDB-GENE-030131-6240
MGI:1923679	ZFIN:ZDB-GENE-070615-43
MGI:1924237	ZFIN:ZDB-GENE-050320-37
MGI:1276123	ZFIN:ZDB-GENE-041014-348
MGI:88496	ZFIN:ZDB-GENE-041114-75
MGI:1342328	ZFIN:ZDB-GENE-000405-6
MGI:102547	ZFIN:ZDB-GENE-040426-1700
MGI:97283	ZFIN:ZDB-GENE-031006-6
MGI:1919143	ZFIN:ZDB-GENE-030131-9700
MGI:2442062	ZFIN:ZDB-GENE-060810-52
MGI:1298393	ZFIN:ZDB-GENE-060503-271
MGI:1929915	ZFIN:ZDB-GENE-080403-12
MGI:97463	ZFIN:ZDB-GENE-030131-4089
MGI:2444049	ZFIN:ZDB-GENE-041010-4
MGI:894286	ZFIN:ZDB-GENE-030827-1
MGI:1917633	ZFIN:ZDB-GENE-041111-239
MGI:1919133	ZFIN:ZDB-GENE-070410-84
MGI:2441685	ZFIN:ZDB-GENE-041001-196
MGI:1347351	ZFIN:ZDB-GENE-061220-6
MGI:2388271	ZFIN:ZDB-GENE-030131-7831
MGI:95401	ZFIN:ZDB-GENE-070705-81
MGI:103009	ZFIN:ZDB-GENE-090312-61
MGI:2442466	ZFIN:ZDB-GENE-070523-1
MGI:2442557	ZFIN:ZDB-GENE-050419-226
MGI:1859149	ZFIN:ZDB-GENE-100921-92
MGI:103007	ZFIN:ZDB-GENE-990415-20
MGI:2442579	ZFIN:ZDB-GENE-050522-354
MGI:103006	ZFIN:ZDB-GENE-030616-450
MGI:106016	ZFIN:ZDB-GENE-040426-1094
MGI:1933972	ZFIN:ZDB-GENE-040426-1391
MGI:1926950	ZFIN:ZDB-GENE-041111-195
MGI:2670976	ZFIN:ZDB-GENE-040426-2723
MGI:2675856	ZFIN:ZDB-GENE-041014-259
MGI:105070	ZFIN:ZDB-GENE-040426-970
MGI:105073	ZFIN:ZDB-GENE-030616-266
MGI:1916418	ZFIN:ZDB-GENE-040801-76
MGI:1913412	ZFIN:ZDB-GENE-050522-443
MGI:1925903	ZFIN:ZDB-GENE-040801-32
MGI:1913941	ZFIN:ZDB-GENE-040718-117
MGI:2385708	ZFIN:ZDB-GENE-030131-8871
MGI:1921280	ZFIN:ZDB-GENE-090312-194
MGI:1914143	ZFIN:ZDB-GENE-050306-57
MGI:1929459	ZFIN:ZDB-GENE-040426-1486
MGI:2444575	ZFIN:ZDB-GENE-091204-369
MGI:2444575	ZFIN:ZDB-GENE-090313-187
MGI:2444575	ZFIN:ZDB-GENE-090313-188
MGI:1914662	ZFIN:ZDB-GENE-081022-198
MGI:1920586	ZFIN:ZDB-GENE-051113-188
MGI:97610	ZFIN:ZDB-GENE-081104-181
MGI:97620	ZFIN:ZDB-GENE-030131-1411
MGI:1915905	ZFIN:ZDB-GENE-041210-332
MGI:2444583	ZFIN:ZDB-GENE-030131-6041
MGI:1928902	ZFIN:ZDB-GENE-030131-1558
MGI:1921579	ZFIN:ZDB-GENE-061103-190
MGI:1859619	ZFIN:ZDB-GENE-061027-93
MGI:2384871	ZFIN:ZDB-GENE-060503-191
MGI:1923626	ZFIN:ZDB-GENE-060825-277
MGI:2677271	ZFIN:ZDB-GENE-031210-1
MGI:2137513	ZFIN:ZDB-GENE-090312-67
MGI:2447362	ZFIN:ZDB-GENE-081031-75
MGI:3039591	ZFIN:ZDB-GENE-030219-89
MGI:107701	ZFIN:ZDB-GENE-050522-376
MGI:97532	ZFIN:ZDB-GENE-040426-2719
MGI:1930171	ZFIN:ZDB-GENE-050327-14
MGI:2449088	ZFIN:ZDB-GENE-041114-138
MGI:1889272	ZFIN:ZDB-GENE-080505-2
MGI:2442722	ZFIN:ZDB-GENE-060503-497
MGI:1196990	ZFIN:ZDB-GENE-080327-33
MGI:2137858	ZFIN:ZDB-GENE-060512-196
MGI:3039602	ZFIN:ZDB-GENE-070112-1322
MGI:1926483	ZFIN:ZDB-GENE-090224-2
MGI:97509	ZFIN:ZDB-GENE-031118-117
MGI:1913675	ZFIN:ZDB-GENE-040724-35
MGI:1933218	ZFIN:ZDB-GENE-070803-1
MGI:2679727	ZFIN:ZDB-GENE-041001-210
MGI:1919884	ZFIN:ZDB-GENE-050327-81
MGI:2138297	ZFIN:ZDB-GENE-040303-3
MGI:2685113	ZFIN:ZDB-GENE-091006-3
MGI:1095404	ZFIN:ZDB-GENE-041130-1
MGI:1095413	ZFIN:ZDB-GENE-980605-16
MGI:894275	ZFIN:ZDB-GENE-030131-5418
MGI:2685903	ZFIN:ZDB-GENE-110411-147
MGI:1316650	ZFIN:ZDB-GENE-040426-2230
MGI:2446181	ZFIN:ZDB-GENE-041114-151
MGI:1929693	ZFIN:ZDB-GENE-040426-1949
MGI:1919107	ZFIN:ZDB-GENE-040718-380
MGI:3039629	ZFIN:ZDB-GENE-060503-416
MGI:1920211	ZFIN:ZDB-GENE-050105-5
MGI:2156052	ZFIN:ZDB-GENE-030616-554
MGI:1924105	ZFIN:ZDB-GENE-060929-1158
MGI:2664186	ZFIN:ZDB-GENE-060616-396
MGI:109169	ZFIN:ZDB-GENE-060607-11
MGI:106918	ZFIN:ZDB-GENE-040426-706
MGI:98306	ZFIN:ZDB-GENE-020829-1
MGI:109205	ZFIN:ZDB-GENE-060503-934
MGI:1922877	ZFIN:ZDB-GENE-040426-716
MGI:104841	ZFIN:ZDB-GENE-030131-9884
MGI:1919420	ZFIN:ZDB-GENE-040801-46
MGI:95457	ZFIN:ZDB-GENE-050208-123
MGI:1917923	ZFIN:ZDB-GENE-080613-2
MGI:1890497	ZFIN:ZDB-GENE-070912-432
MGI:2384588	ZFIN:ZDB-GENE-041114-18
MGI:1920024	ZFIN:ZDB-GENE-040426-994
MGI:1914434	ZFIN:ZDB-GENE-040426-1672
MGI:94873	ZFIN:ZDB-GENE-040426-1787
MGI:2385286	ZFIN:ZDB-GENE-050320-119
MGI:1913342	ZFIN:ZDB-GENE-040426-1537
MGI:99682	ZFIN:ZDB-GENE-030826-10
MGI:1922305	ZFIN:ZDB-GENE-050522-465
MGI:1916910	ZFIN:ZDB-GENE-041010-69
MGI:1913418	ZFIN:ZDB-GENE-060616-231
MGI:1915462	ZFIN:ZDB-GENE-040426-2152
MGI:2179507	ZFIN:ZDB-GENE-070410-96
MGI:108466	ZFIN:ZDB-GENE-040426-2098
MGI:99960	ZFIN:ZDB-GENE-030131-2317
MGI:1353633	ZFIN:ZDB-GENE-040426-1010
MGI:1915128	ZFIN:ZDB-GENE-030131-5425
MGI:1914992	ZFIN:ZDB-GENE-041010-135
MGI:1917347	ZFIN:ZDB-GENE-030131-9960
MGI:107167	ZFIN:ZDB-GENE-030219-104
MGI:101934	ZFIN:ZDB-GENE-040426-2883
MGI:1889615	ZFIN:ZDB-GENE-060503-278
MGI:2144281	ZFIN:ZDB-GENE-070424-29
MGI:2685293	ZFIN:ZDB-GENE-040718-465
MGI:1914979	ZFIN:ZDB-GENE-070209-77
MGI:1919291	ZFIN:ZDB-GENE-060526-275
MGI:98240	ZFIN:ZDB-GENE-050522-12
MGI:88591	ZFIN:ZDB-GENE-070103-6
